id,news_
53,درخواست آلمان از کنگره آمریکا برای توقف افزایش تحریم‌های روسیهبه گزارش خبرگزاری مهر به نقل از آکسیوس، بر اساس اسناد محرمانه سفارت آلمان در واشنگتن که روز یکشنبه به دست اکسیوس رسیده، دولت آلمان از کنگره آمریکا خواسته است تا تحریم‌های جدیدی علیه نورد استریم ۲ اعمال نکند، زیرا چنین اقدامی به شراکت ترانس آتلانتیک آسیب می‌رساند.بر اساس این گزارش، در این اسناد آمده است: «ما نگران هستیم که اقدام مجدد و یکجانبه ایالات متحده و کنگره این تلاش مشترک را تضعیف کند و به طور جدی وحدت فرا آتلانتیک در مورد روسیه را تضعیف کند.در همین حال، رسانه‌های غربی معتقدند که پروژه نورد استریم ۲ سیاست‌های آلمان در قبال روسیه را نرم نکرده است. آلمان متقاعد شده است، تا زمانی که خط لوله گاز نورد استریم ۲ از خاک اوکراین عبور کند، هیچ تهدیدی برای این کشور ایجاد نخواهد کرد.آکسیوس همچنین در بخش دیگری از گزارش خود در خصوص سند به دست آمده نوشته است که آلمان امکان تعلیق مجموعه‌ای از نشست‌های سیاسی دوجانبه و فرمت های جداگانه همکاری را برای جلوگیری از روسیه در راستای استفاده از منابع انرژی در توسعه تسلیحات را رد نمی‌کند.
54,تهران - ایرنا - نماینده مردم شیراز و زرقان در مجلس شورای اسلامی با بیان این که در این دوره از مذاکرات برگ برنده تیم مذاکره‌کننده این است که ما تمام تخم‌مرغ های خود را در سبد مذاکرات قرار ندادیم، گفت: تیم مذاکره کننده فعلی چشم انداز روشنی را برای مذاکرات رقم می‌زند.جعفر قادری روز یکشنبه در گفت‌وگو با خبرنگار سیاسی ایرنا در خصوص ارزیابی خود درباره روند مذاکرت اخیر اظهار کرد: اگر آمریکا و طرف‌های غربی به برجام برگردند و به تعهدات خود عمل کنند ما نیز به تعهدات خود عمل می‌کنیم اما اگر دنبال طرح موضوعات جدید و امتیازگیری‌های دیگر باشند دلیلی بر ادامه مذاکرات وجود ندارد.قادری با بیان اینکه کشور ما در زمینه هسته‌ای مسیر افزایش غنی‌سازی دنبال می‌کند، تصریح کرد: اگر طرف مقابل ما بنابر تعامل و توافق داشته باشند باید تحریم‌های مختلف را که به بهانه‌های گوناگون ایجاد کردند کامل بردارند.وی در خصوص دست برتر تیم مذاکره‌کننده در مقابل طرف‌های غربی مذاکرات، تاکید کرد: در این دوره از مذاکرات برگ برنده تیم مذاکره‌کننده این است که ما تمام تخم‌مرغ های خود را در سبد مذاکرات قرار ندادیم و به آنها گرا ندادیم که به جمع‌بندی و توافق در مذاکرات نیاز داریم.قادری خاطر نشان کرد: ما مشکلات اقتصادی کشور را حل می‌کنیم و آن را پیش می‌بریم حال اگر در مذاکرات موفق شدیم و غربی‌ها به مذاکرات برگشتند و به تعهدات خود عمل کردند گشایش بیشتری صورت می‌گیرد اگر هم برنگشتند دلیلی ندارد که بدون گرفتن امتیاز به آنها امتیاز بدهیم.نماینده مردم شیراز و زرقان در مجلس شورای اسلامی با بیان اینکه تیم مذاکره کننده فعلی چشم انداز روشنی را برای مذاکرات رقم می‌زند، ادامه داد: با این تیم و چنین شرایطی چشم انداز مذاکرات روشن است، امروز ما در وضعیتی قرار داریم که آنها امکان توقف غنی‌سازی ما را ندارند و بیش از این هم نمی‌توانند برای ما مشکل ایجاد کنند. اگر بنا باشد که برای صادرات یا کشتی‌های ما ایجاد مشکل کنند ما در پاسخگویی به آنها از ظرفیت‌ها و امکانات خود استفاده می‌کنیم.قادری تاکید کرد: ما امیدواریم تیم مذاکره‌کننده در عین حال که انعطاف دارند اقتدار خود را هم حفظ می‌کنند و مراقب هستند که تنها کشور ما امتیازدهنده نباشد. امروز حضور ما در پیمان اکو و شانگهایی، تعامل قوا و حمایت‌های آنها از ظرفیت‌های داخلی می‌تواند سبب شود که تیم‌مذاکره‌کننده بر مواضع اصولی کشور پافشاری کرده و با قدرت بیشتری از منافع کشور دفاع کند؛ بنابراین دلیلی بر غفلت یا دادن امتیاز وجود ندارد.
62,باشگاه پرسپولیس برای غیبت یحیی گل‌محمدی در نشست خبری سند رو کرد.
71,خبرورزشی نوشت: به نظر می‌رسد جدایی سردار آزمون از زنیت قطعی است و او فرانسه را برای ادامه رندگی انتخاب کرده است.
73,فارس نوشت: تحلیلگر ارشد سیاسی که همراه تیم مذاکره‌کننده ایران در وین حضور دارد، در مصاحبه با سی‌ان‌ان گفت رئیس‌جمهور آمریکا منتقد فشار حداکثری ترامپ بود اما وقتی به قدرت رسید آن سیاست را ادامه داد و امروز هم به این سیاست ادامه می‌دهد.
78,امیرعبداللهیان در گفت‌وگوی تلفنی با بورل گفت: غرب ابتکار عمل واقعی خود را در خاتمه دادن به تحریم‌ها ارائه و به تکرار شعارهای قبلی و ناقض حقوق و منافع ملت ایران پایان دهد.
79,ایلنا نوشت: مشاور مقام معظم رهبری با صدور پیامی، درگذشت فقیه فیلسوف، مفسر برجسته قرآن و مدرس متبحر آثار حکما، حضرت آیت‌الله سیدرضی شیرازی را تسلیت گفت.
83,رئیس‌جمهور با تأکید بر ضرورت رسیدگی و رفع مشکلات معلولین اظهار داشت:قانون حمایت از معلولین باید به‌سرعت و به‌طور جامع و کامل اجرایی شود.
85,وزیر امور خارجه آمریکا اذعان کرد که خروج از برجام از یک سو موجب انزوای کشورش شده و از سوی دیگر توسعه برنامه هسته‌ای ایران را در پی داشته است.
87,نماینده دائم روسیه نزد سازمان‌های بین‌المللی مستقر با اشاره به اینکه هنوز خیلی زود است که اظهارات ناامیدکننده درباره مذاکرات وین مطرح شود، خاطرنشان کرد که توافق نهایی تنها زمانی انجام می‌شود که طرف‌ها درباره همه‌چیز به توافق برسند.
88,مهاجم فرانسوی تیم فوتبال پاری‌سن‌ژرمن در اظهارنظری معنادار به تمایل خود برای بازی در رئال مادرید اشاره‌ای غیرمستقیم داشت.به گزارش خبرگزاری تسنیم، آینده کیلیان امباپه یکی از داغ‌ترین سوژه‌های دنیا فوتبال بوده و هست. مهاجم فرانسوی پاری سن‌ژرمن آخرین فصل قراردادش با این تیم را سپری می‌کند و تا الان خبری از تمدید آن نبوده و به نظر هم نمی‌رسد که تا پایان فصل چنین اتفاقی رخ دهد. گفته می‌شود که او نمی‌‌خواهد به بازی در PSG‌ ادامه دهد و در پایان فصل پارک دو پرنس را برای پیوستن به رئال مادرید ترک خواهد کرد. اگر این چنین باشد او ماه آینده با بازگشایی بازار نقل و انتقالات می‌تواند مذاکرات اولیه خود را با رئالی‌ها انجام دهد، بدون آنکه PSG بتواند مانعی سر راهش قرار دهد.
95,نشست چند روز قبل میان چارچوب هماهنگی گروه‌های شیعی با رهبر جریان صدر، سرآغازی برای نشست‌های بعدی و توافق و اتحاد میان سران شیعی است.
109,ماموریت سازمان بیمه سلامت برای استقرار کامل نسخه الکترونیکماموریت سازمان بیمه سلامت برای استقرار کامل نسخه الکترونیکمعاون برنامه‌ریزی، توسعه و مدیریت منابع سازمان بیمه سلامت ایران گفت: یکی از ماموریت های مهم سازمان بیمه سلامت بر اساس قوانین بالادستی و قانون بودجه ۱۴۰۰، استقرار کامل نسخه الکترونیک است.به گزارش خبرگزاری مهر، حسین رنجبران به جمعیت ۴۲ میلیون نفری تحت پوشش سازمان بیمه سلامت اشاره کرد و افزود: این سازمان برای ارائه خدمات بیمه‌ای به این افراد تحت پوشش با ۴۰ هزار مؤسسه طرف قرار داد همکاری دارد.معاون برنامه ریزی، توسعه و مدیریت منابع سازمان بیمه سلامت ایران، همچنین از به روز شدن رسیدگی به پرونده‌ها و پرداخت منظم و به روز طلب مؤسسه‌های طرف قرار داد سازمان بیمه سلامت خبر داد و گفت: سازمان بیمه سلامت با پرداخت به موقع و به روز مؤسسات طرف قرار داد در صدد خدمت رسانی مطلوب‌تر به مردم بیمه شده است تا مؤسسات و مراکز درمانی با انگیزه‌ی مناسب‌تری بتوانند در خدمت نیمی از جمعیت مردم کشور باشند.
114,آورده ناچیز ایران از مسابقات گرانِ آمریکا/ «تنیس» زیر «میز» نرود!آورده ناچیز ایران از مسابقات گرانِ آمریکا/ «تنیس» زیر «میز» نرود!نمایندگان ایران در حالی در مسابقات تنیس روی میز قهرمانی جهان شرکت کردند که فدراسیون بابت این حضور هزینه‌های زیادی متحمل شد اما در مقابل آورده قابل توجهی از آن کشورمان نشد.به گزارش خبرنگار مهر، آمریکا که از هفته گذشته در هیوستون میزبانی خود از شرکت کنندگان در مسابقات تنیس روی میز قهرمانی جهان را آغاز کرد همچنان درگیر این رقابت ها و دیدارهای آن است در حالیکه پرونده نمایندگان ایران خیلی زود بسته شد.پایان کار پینگ پنگ بازان ایران در روز سوم مسابقاتتنیس روی میز ایران با ترکیبی متشکل از نوشاد و نیما عالمیان و امیرحسین هدایی در مسابقات تنیس روی میز قهرمانی جهان و دو بخش انفرادی و دوبل این رقابت ها شرکت کرد. البته نوشاد عالمیان و امیرحسین هدایی تنها نمایندگان ایران در بخش انفرادی بودند و در بخش دوبل ترکیب برادران عالمیان معرفی شد اما حضور این بازیکنان در این دو بخش خیلی مستمر و ادامه دار نبود.مسابقات تنیس روی میز قهرمانی جهان که امسال با شیوه ای متفاوت - از حیث بازیکنان شرکت کننده و انتخاب آنها- نسبت به ادوار گذشته برگزار شد، با برگزاری دیدارهای انفرادی آغاز شد. در روز نخست این بخش، امیرحسین هدایی با رنکینگ ۱۶۴ ابتدا «پاول پلاتنو» از بلاروس که با رنکینگ ۱۲۹ را در اختیار دارد را شکست داد اما در دومین دیدار مقابل «فان ژندونگ» چینی نفر اول جهان شکست خورد و حذف شد.نوشاد عالمیان هم مانند هدایی در دومین دیدار خود و در جدول ۶۸ نفره حذف شد. وی که رنکینگ ۶۹ را در اختیار دارد ابتدا «لیائو چنگ تینگ» از چین تایپه با رنکینگ ۱۱۸ را شکست داد اما در دومین دیدار برابر «سدریک نیوتینک» از بلژیک شکست خورد و از دور رقابت ها کنار رفت.در بخش دوبل هم ترکیب نوشاد و نیما عالمیان پس از استراحت در دور نخست، در دوم به مصاف تیم دوبل فرانسه رفت اما نتیجه این دیدار را واگذار کرد و حذف زودهنگامی از مسابقات داشت. بدین ترتیب پرونده نمایندگان تنیس روی میز ایران در مسابقات قهرمانی جهان خیلی زود و پیش از رسیدن این رقابت ها به مراحل حساس و تعیین کننده بسته شد.آورده ناچیز ایران از مسابقات گرانِ آمریکا/ «تنیس» زیر «میز» نرود!آورده ناچیز تنیس روی میز از سفر به آمریکاطبق قوانین مربوط به مسابقات تنیس روی میز قهرمانی جهان و نحوه توزیع امتیازات این رقابت ها، بازیکنانی که در دیدار اول خود متحمل شکست شده و حذف شدند صاحب ۱۰ امتیاز می شوند. برای بازیکنانی هم که در دومین دیدار تن به شکست می دهند ۴۵ امتیاز محاسبه خواهد شد. بدین ترتیب نوشاد عالمیان و امیرحسین هدایی از حضور در مسابقات آمریکا صاحب ۴۵ امتیاز شده اند. در بخش دوبل هم ترکیب نوشاد و نیما عالمیان که در دور دوم و در اولین دیدار خود متحمل شکست شد در مجموع صاحب ۹۰ امتیاز شده است.در پایان مسابقات قهرمانی جهان و محاسبه امتیازات تمام بازیکنان شرکت کننده در این رقابت ها مشخص خواهد شد که امتیازات کسب شده توسط ملی پوشان تنیس روی میز ایران چقدر به ارتقا و جابه جایی صعودی آنها در رنکینگ جهانی کمک خواهد کرد اما با توجه به حداقل امتیاز به دست آمده قاعدتا نباید انتظار صعود قابل توجهی را کشید.اعزام جهانی بدون اردوآنچه مسلم است مسابقات قهرمانی جهان به خصوص دوره جدید آن که با شیوه ای جدید و به نوعی غربال بازیکنان برگزار شد، در بالاترین سطح قرار دارد و کسی هم منتظر شگفتی و تاریخ سازی پینگ پنگ بازان ایران در آن نبود اما از طرفی نمی توان منکر این قضیه شد که بازیکنان ایرانی حاضر در آمریکا نمایش آنچنان قابل توجه و ماندگاری نداشتند در حالیکه پیش از این به کرات شاهد ثبت نتایج فوق العاده به خصوص توسط نوشاد و حتی برادرش نیما بودیم.البته در همین رقابت های جهانی آمریکا، هدایی در دیدار نخست بازیکنی را از پیش رو برداشت که در رنکینگ جهانی موقعیتی بهتر از خودش داشت و همین مسئله نمره قبولی خوبی برای اول بود اگرچه سرمربی تیم ملی با توجه شناختی که از هدایی و حریفش داشت، پیش بینی این نتیجه را کرده بود.برادران عالمیان اما نمایش خیلی کمرنگ تری از هدایی داشتند. عالمیان در دومین دیدار انفرادی که توانست تنها یک گیم از حریف بلژیکی اش بگیرد و در بخش دوبل هم ترکیب برادران عالمیان باختند بدون اینکه گیمی را به سود خود تمام کنند.شاید دلیل این نوع نتیجه گیری در بخش دوبل به چگونگی اعزام اعضای تیم ملی تنیس روی میز باز می گردد و اینکه آنها در شرایطی در محل برگزاری مسابقات قهرمانی جهان در آمریکا حاضر شدند که هیچ تمرین و اردوی مشترکی نداشتند؛ ملی پوشان ایران طی هفته های گذشته درگیر رقابت های باشگاهی خود در فرانسه (برادران عالمیان) و مجارستان (هدایی) بودند و از آنجا که اخیرا هم با تیم ملی در رقابت های قهرمانی آسیا (قطر) شرکت داشتند برنامه ای برای بازگشت به ایران نداشتند. به همین دلیل بدون اردو و تمرین مشترک و از فرانسه و مجارستان به آمریکا سفر کردند تا در مسابقات شرکت کنند.درست است که حضور در لیگ فرانسه و مجارستان خود گام بزرگی برای حفظ آمادگی بازیکنان ایرانی بود اما به نظر می رسد برای شرکت در مسابقات قهرمانی جهان، دستیابی به هماهنگی در قالب تمرینات تیمی هم لازم و ضروری بود.آورده ناچیز ایران از مسابقات گرانِ آمریکا/ «تنیس» زیر «میز» نرود!چاره ای جز اعزام این تیم نبود!در اینکه نتایج تیم ملی تنیس روی میز ایران در مسابقات جهانی آمریکا قابل نقد و بررسی است هیچ بحثی نیست اما صحبت در مورد ترکیب تیم اعزامی و اینکه بازیکنانی بهتر با آمادگی بالاتر راهی هیوستون می شدند، قابل قبول نیست و دلیل این مسئله هم به شرایط فدراسیون جهانی تنیس روی میز (ITTF) برای این دوره مسابقات مربوط می شود.طبق تاکید ITTF و بر خلاف ادوار گذشته، فقط بازیکنانی که رنکینگ زیر ۲۵۶ جهان را در اختیار داشتند می توانستند در مسابقات جهانی شرکت کنند. بر این اساس نوشاد عالمیان، نیما عالمیان، امیرحسین هدایی و امین احمدیان همراه با ندا شهسواری تنها نفراتی بودند که واجد شرایط به حساب می آمدند.فدراسیون ایران هم با برگزاری رقابت های انتخابی و بر اساس نتایج آن نوشاد عالمیان و امیرحسین هدایی برای اعزام انتخاب کرد. در بخش بانوان هم برای اعزام ندا شهسواری اقدامات اولیه (ثبت نام) انجام شد اما در نهایت وی شرایط اعزام را به دست نیاورد.شانسی که داده شد اما از آن استفاده نشدفدراسیون تنیس روی میز می توانست به اعزام تنها نوشاد عالمیان و امیرحسین هدایی بسنده کند و از همین ترکیب در بخش دوبل مسابقات قهرمانی جهان هم بهره ببرد اما با در نظر گرفتن ترکیب هماهنگ تر نوشاد و نیما عالمیان، تصمیم به متحمل شدن هزینه بیشتر برای اعزام نیما گرفت تا از این ترکیب در بخش دونفره رقابت ها استفاه کند تا شاید به نتیجه ای برسد اگرچه این ترکیب نتوانست حتی در یک گیم هم پیروز شود.آورده ناچیز ایران از مسابقات گرانِ آمریکا/ «تنیس» زیر «میز» نرود!ضرورت «سفرِ گران» به آمریکا چه بود؟قراربود مسابقات تنیس روی میز قهرمانی جهان با حضور ۱۲۸ بازیکن برگزار شود اما در نهایت ۱۲۰ نفر در محل برگزاری این رقابت ها در هیوستون حاضر شدند. یکی از بازیکنان غایب در این رقابت ها «گراسیمنکوف» قزاقستانی بود. بازیکن همیشه رقیب پینگ پنگ بازان ایران در آسیای میانه که بر خلاف انتظارات در مسابقات شرکت نکرد.احتمال دارد کرونا باعث غیبت وی یا دیگر غایبان در مسابقات شده باشد یا عدم صدور ویزا؛ مسئله مهم این است که با وجود تاکید فدراسیون جهانی مبنی بر لزوم حضور سالیانه بازیکنان در حداقل هشت رویداد بین المللی، غیبت در مسابقات قهرمانی جهان یک پوئن منفی برای آنها به حساب نمی آمد. با این حال و با توجه شرایط تمرینی و اردویی بازیکنان، پیش بینی عدم نتیحه گیری آنها و نرخ ارز چه ضرورتی به حضور در این دوره رقابت ها وجود داشت؟کنار همه این مسائل باید گران بودن مسابقات قهرمانی جهان را هم در نظر گرفت که در شرایط عادی هزینه حضور در آن نسبت به دیگر رویدادها بیشتر می شود چه برسد وقتی آمریکا میزبانش باشد؛ با این شرایط «بهتر نبود قید حضور نمایندگان ایران در مسابقات جهانی آمریکا زده می شد و حضور در چند رقابت دیگر جایگزین می شد؟»پیمان حسنی دبیر فدراسیون تنیس روی میز در گفتگو با خبرنگار مهر در این زمینه گفت: حضور در رویدادها بر اساس پیشنهاد کادر فنی و بررسی در سازمان تیم های ملی انجام می شود. مسابقات قهرمانی جهان هم جزو رویدادهای معتبر است که به هر حال حضور در آن ارزشمند است.وی در پاسخ به این پرسش «وقتی از حضور در رویدادی نتیجه ای عاید حال نمی شود بهتر نیست به طور کل منتفی شود یا مسابقات دیگر جایگزین آن شود؟»، تصریح کرد: اعتقاد خود من هم این است که می توانستیم به جای مسابقات جهانی آمریکا که هزینه های سرسام آوری هم داشت، در چند رویداد بین المللی دیگر شرکت کنیم که هر یک هزینه های کمتری دارند اما در مجموع تجربه های بیشتری انتقال می دهند.دبیر فدراسیون تنیس روی میز در مورد هزینه ای که حضور در مسابقات قهرمانی جهان روی دوش فدراسیون گذاشته است، گفت: درست نمی دانم اما رقم اعزام هر بازیکن حدود ۲۵۰ میلیون شده است در حالیکه سفر به اروپا و شرکت در مسابقات بین المللی این قاره برای هر نفر حدود ۶۰ میلیون می شود یعنی یک چهارم هزینه آمریکا؛ به هر حال سفر به آمریکا نسبت به دیگر سفرها خیلی گران است. اتاق دونفره برای این رقابت ها در آمریکا ۲۷۵ دلار بود.«تنیس» زیر «میز» نرودتنیس روی میز در حالی امروز در لبه سراشیبی قرار گرفته که در بازی های آسیایی ۲۰۱۸ اندونزی با مدال برنز نوشاد عالمیان به نیم قرن ناکامی خود در تکرار این مدال پایان داد. پیش از آن هم این رشته به اعتبار بازیکنانش و عملکرد خوب شان در میادین مختلف در زمره رشته های موفق ایران قرار گرفته بود و حضور متوالی در ادوار مختلف بازی های المپیک هم گویای همین مسئله بود.به جاست مدیریت فدراسیون تنیس روی میز که انصافا در مهیا کردن شرایط برای توسعه این رشته، حضور بازیکنان در میادین مختلف و درکل پیشرفت بهتر تنیس روی میز کوتاهی نداشته اهتمام بیشتری به نتایج مسابقات آمریکا داشته باشد به خصوص که در المپیک توکیو هم تک نماینده ایران نتوانست پاسخ به جایی به انتظارات بدهد.
